RDA element,mapping,MARC 21 Bibligraphic encoding string and recording method
rdae:P20127,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20127,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20127,rdakit:hasM21,758 ** $0 [identifier] .
rdae:P20127,rdakit:hasM21,"787 ** $o, r, u, w, x, y [identifier] ."
rdae:P20127,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20127,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20127,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20127,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20127,rdakit:hasM21,758 ** $1 [IRI] .
rdae:P20128,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20128,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20128,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20128,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20128,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20128,rdakit:hasM21,"787 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20128,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20128,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20128,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20128,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20128,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20128,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20128,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20128,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20128,rdakit:hasM21,758 ** $0 [identifier] .
rdae:P20128,rdakit:hasM21,"787 ** $o, r, u, w, x, y [identifier] ."
rdae:P20128,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20128,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20128,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20128,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20128,rdakit:hasM21,758 ** $1 [IRI] .
rdae:P20129,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20129,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20129,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20129,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20129,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20129,rdakit:hasM21,"787 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20129,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20129,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20129,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20129,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20129,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20129,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20129,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20129,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20129,rdakit:hasM21,758 ** $0 [identifier] .
rdae:P20129,rdakit:hasM21,"787 ** $o, r, u, w, x, y [identifier] ."
rdae:P20129,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20129,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20129,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20129,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20129,rdakit:hasM21,758 ** $1 [IRI] .
rdae:P20130,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20130,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20130,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20130,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20130,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20130,rdakit:hasM21,"787 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20130,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20130,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20130,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20130,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20130,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20130,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20130,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20130,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20130,rdakit:hasM21,758 ** $0 [identifier] .
rdae:P20130,rdakit:hasM21,"787 ** $o, r, u, w, x, y [identifier] ."
rdae:P20130,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20130,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20130,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20130,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20130,rdakit:hasM21,758 ** $1 [IRI] .
rdae:P20131,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20131,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20131,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20131,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20131,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20131,rdakit:hasM21,"787 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20131,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20131,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20131,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20131,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20131,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20131,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20131,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20131,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20131,rdakit:hasM21,758 ** $0 [identifier] .
rdae:P20131,rdakit:hasM21,"787 ** $o, r, u, w, x, y [identifier] ."
rdae:P20131,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20131,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20131,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20131,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20131,rdakit:hasM21,758 ** $1 [IRI] .
rdae:P20132,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20132,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20132,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20132,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20132,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20132,rdakit:hasM21,"787 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20132,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20132,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20132,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20132,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20132,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20132,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20132,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20132,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20132,rdakit:hasM21,758 ** $0 [identifier] .
rdae:P20132,rdakit:hasM21,"787 ** $o, r, u, w, x, y [identifier] ."
rdae:P20132,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20132,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20132,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20132,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20132,rdakit:hasM21,758 ** $1 [IRI] .
rdae:P20133,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20133,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20133,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20133,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20133,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20133,rdakit:hasM21,"787 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20133,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20133,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20133,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20133,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20133,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20133,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20133,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20133,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20133,rdakit:hasM21,758 ** $0 [identifier] .
rdae:P20133,rdakit:hasM21,"787 ** $o, r, u, w, x, y [identifier] ."
rdae:P20133,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20133,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20133,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20133,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20133,rdakit:hasM21,758 ** $1 [IRI] .
rdae:P20134,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20134,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20134,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20134,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20134,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20134,rdakit:hasM21,"787 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20134,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20134,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20134,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20134,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20134,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20134,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20134,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20134,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20134,rdakit:hasM21,758 ** $0 [identifier] .
rdae:P20134,rdakit:hasM21,"787 ** $o, r, u, w, x, y [identifier] ."
rdae:P20134,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20134,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20134,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20134,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20134,rdakit:hasM21,758 ** $1 [IRI] .
rdae:P20135,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20135,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20135,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20135,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20135,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20135,rdakit:hasM21,"787 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20135,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20135,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20135,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20135,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20135,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20135,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20135,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20135,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20135,rdakit:hasM21,758 ** $0 [identifier] .
rdae:P20135,rdakit:hasM21,"787 ** $o, r, u, w, x, y [identifier] ."
rdae:P20135,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20135,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20135,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20135,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20135,rdakit:hasM21,758 ** $1 [IRI] .
rdae:P20137,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20137,rdakit:hasM21,"780 *5 $a, c, g, m, n, s, t [structured description] ."
rdae:P20137,rdakit:hasM21,"780 *5 $o, r, u, w, x, y [identifier] ."
rdae:P20138,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20138,rdakit:hasM21,"780 *6 $a, c, g, m, n, s, t [structured description] ."
rdae:P20138,rdakit:hasM21,"780 *6 $o, r, u, w, x, y [identifier] ."
rdae:P20139,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20139,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20139,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20139,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20139,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20139,rdakit:hasM21,"787 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20139,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20139,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20139,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20139,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20139,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20139,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20139,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20139,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20139,rdakit:hasM21,758 ** $0 [identifier] .
rdae:P20139,rdakit:hasM21,"787 ** $o, r, u, w, x, y [identifier] ."
rdae:P20139,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20139,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20139,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20139,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20139,rdakit:hasM21,758 ** $1 [IRI] .
rdae:P20140,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20140,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20140,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20140,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20140,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20140,rdakit:hasM21,"765 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20140,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20140,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20140,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20140,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20140,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20140,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20140,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20140,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20140,rdakit:hasM21,"765 ** $o, r, u, w, x, y [identifier] ."
rdae:P20140,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20140,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20140,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20140,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20141,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20141,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20141,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20141,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20141,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20141,rdakit:hasM21,"765 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20141,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20141,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20141,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20141,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20141,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20141,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20141,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20141,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20141,rdakit:hasM21,"765 ** $o, r, u, w, x, y [identifier] ."
rdae:P20141,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20141,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20141,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20141,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20142,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20142,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20142,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20142,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20142,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20142,rdakit:hasM21,"787 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20142,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20142,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20142,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20142,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20142,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20142,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20142,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20142,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20142,rdakit:hasM21,758 ** $0 [identifier] .
rdae:P20142,rdakit:hasM21,"787 ** $o, r, u, w, x, y [identifier] ."
rdae:P20142,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20142,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20142,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20142,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20142,rdakit:hasM21,758 ** $1 [IRI] .
rdae:P20143,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20143,rdakit:hasM21,"785 *4 $a, c, g, m, n, s, t [structured description] ."
rdae:P20143,rdakit:hasM21,"785 *4 $o, r, u, w, x, y [identifier] ."
rdae:P20144,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20144,rdakit:hasM21,"785 *5 $a, c, g, m, n, s, t [structured description] ."
rdae:P20144,rdakit:hasM21,"785 *5 $o, r, u, w, x, y [identifier] ."
rdae:P20145,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20145,rdakit:hasM21,"505 ** $a, g, r, t [structured description] ."
rdae:P20145,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20145,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20145,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20145,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20145,rdakit:hasM21,"774 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20145,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20145,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20145,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20145,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20145,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20145,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20145,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20145,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20145,rdakit:hasM21,"774 ** $o, r, u, w, x, y [identifier] ."
rdae:P20145,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20145,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20145,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20145,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20146,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20146,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20146,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20146,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20146,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20146,rdakit:hasM21,"787 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20146,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20146,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20146,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20146,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20146,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20146,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20146,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20146,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20146,rdakit:hasM21,758 ** $0 [identifier] .
rdae:P20146,rdakit:hasM21,"787 ** $o, r, u, w, x, y [identifier] ."
rdae:P20146,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20146,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20146,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20146,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20146,rdakit:hasM21,758 ** $1 [IRI] .
rdae:P20147,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20147,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20147,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20147,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20147,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20147,rdakit:hasM21,"787 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20147,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20147,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20147,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20147,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20147,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20147,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20147,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20147,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20147,rdakit:hasM21,758 ** $0 [identifier] .
rdae:P20147,rdakit:hasM21,"787 ** $o, r, u, w, x, y [identifier] ."
rdae:P20147,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20147,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20147,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20147,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20147,rdakit:hasM21,758 ** $1 [IRI] .
rdae:P20148,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20148,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20148,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20148,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20148,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20148,rdakit:hasM21,"787 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20148,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20148,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20148,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20148,rdakit:hasM21,710 ** $x [identifier] .
rdae:P20148,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20148,rdakit:hasM21,711 ** $x [identifier] .
rdae:P20148,rdakit:hasM21,730 ** $0 [identifier] .
rdae:P20148,rdakit:hasM21,730 ** $x [identifier] .
rdae:P20148,rdakit:hasM21,758 ** $0 [identifier] .
rdae:P20148,rdakit:hasM21,"787 ** $o, r, u, w, x, y [identifier] ."
rdae:P20148,rdakit:hasM21,700 ** $1 [IRI] .
rdae:P20148,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20148,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20148,rdakit:hasM21,730 ** $1 [IRI] .
rdae:P20148,rdakit:hasM21,758 ** $1 [IRI] .
rdae:P20149,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20149,rdakit:hasM21,"780 *0 $a, c, g, m, n, s, t [structured description] ."
rdae:P20149,rdakit:hasM21,"780 *0 $o, r, u, w, x, y [identifier] ."
rdae:P20151,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20151,rdakit:hasM21,"700 ** $a, b, c, d, f, g, k, l, m, n, o, p, q, r, s, t, u [structured description] ."
rdae:P20151,rdakit:hasM21,"710 ** $a, b, c, d, f, g, k, l, m, n, o, p, r, s, t, u [structured description] ."
rdae:P20151,rdakit:hasM21,"711 ** $a, c, d, e, f, g, k, l, n, p, q, s, t, u [structured description] ."
rdae:P20151,rdakit:hasM21,"730 ** $a, d, f, g, n, p, r, t [structured description] ."
rdae:P20151,rdakit:hasM21,"772 ** $a, c, g, m, n, s, t [structured description] ."
rdae:P20151,rdakit:hasM21,700 ** $0 [identifier] .
rdae:P20151,rdakit:hasM21,700 ** $x [identifier] .
rdae:P20151,rdakit:hasM21,710 ** $0 [identifier] .
