reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subClassOf[0],subPropertyOf[0],subPropertyOf[1],*status,"has element type"
34686,"has undifferentiated name indicator",rdan:undifferentiatedNameIndicator.en,"Relates a nomen to a categorization indicating that a nomen is insufficient to differentiate between two or more entities.",,,"undifferentiated name indicator","A categorization indicating that a nomen is insufficient to differentiate between two or more entities.",rdan:P80169,property,undifferentiatedNameIndicator,rdac:C10012,,rdau:P60046,,,,Published,3
35184,"is ISSN of",rdan:issnOf.en,"Relates a nomen to a work that has an identifier assigned by an ISSN registration agency.",,"International Standard Serial Number of","ISSN of","A work that has an identifier assigned by an ISSN registration agency.",rdan:P80170,property,issnOf,rdac:C10012,,rdau:P61117,,rdan:P80049,,Published,2
35387,"is appellation of work group of",rdan:appellationOfWorkGroupOf.en,"Relates a nomen to work that is referred to by a nomen used within a given scheme or context to refer to a work as a member of a work group.",,,"appellation of work group of","A work that is referred to by a nomen used within a given scheme or context to refer to a work as a member of a work group.",rdan:P80171,property,appellationOfWorkGroupOf,rdac:C10012,,rdau:P60911,,rdan:P80045,,Published,2
35388,"is identifier for work group of",rdan:identifierForWorkGroupOf.en,"Relates a nomen to a work that has an appellation of work that is a reference code taken from a vocabulary encoding scheme used to identify a work group.",,,"identifier for work group of","A work that has an appellation of work that is a reference code taken from a vocabulary encoding scheme used to identify a work group.",rdan:P80172,property,identifierForWorkGroupOf,rdac:C10012,,rdau:P60938,,rdan:P80171,rdan:P80049,Published,2
35389,"is authorized access point for work group of",rdan:authorizedAccessPointForWorkGroupOf.en,"Relates a nomen to a work that has an access point for work that is selected for preference in a specific vocabulary encoding scheme used to identify a work group.",,,"authorized access point for work group of","A work that has an access point for work that is selected for preference in a specific vocabulary encoding scheme used to identify a work group.",rdan:P80173,property,authorizedAccessPointForWorkGroupOf,rdac:C10012,,rdau:P60918,,rdan:P80171,rdan:P80079,Published,2
35477,"has related entity of nomen",rdan:relatedEntityOfNomen.en,"Relates a nomen to an entity that is associated with a nomen.",,,"related entity of nomen","An entity that is associated with a nomen.",rdan:P80174,property,relatedEntityOfNomen,rdac:C10012,,rdau:P61037,,rdax:P00028,,Published,1
35544,"is given name of",rdan:giveNameOf.en,"Relates a nomen to a person who uses a name given at birth or at some later point in addition to, or instead of, a surname.",,,"given name of","A person who uses a name given at birth or at some later point in addition to, or instead of, a surname.",rdan:P80175,property,givenNameOf,rdac:C10012,,,,rdan:P80056,,Published,2
35545,"is surname of",rdan:surnameOf.en,"Relates a nomen to a person who uses a family name.",,,"surname of","A person who uses a family name.",rdan:P80176,property,surnameOf,rdac:C10012,,,,rdan:P80056,,Published,2
35546,"is fuller form of name of",rdan:fullerFormOfNameOf.en,"Relates a nomen to a person who has a fuller form of a name or part of a name represented by an initial, abbreviation, or shortened or otherwise modified form.",,,"fuller form of name of","A person who has a fuller form of a name or part of a name represented by an initial, abbreviation, or shortened or otherwise modified form.",rdan:P80177,property,fullerFormOfNameOf,rdac:C10012,,,,rdan:P80056,,Published,2
39127,"is nomen described in",rdan:nomenDescribedIn.en,"Relates a nomen to a work that describes a nomen.",,,"nomen described in","A work that describes a nomen.",rdan:P80178,property,nomenDescribedIn,rdac:C10012,,rdau:P60215,,rdan:P80014,,Published,2
