reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type","See Also[0]"
25196,"has related RDA entity of expression",rdae:relatedRDAEntityOfExpression.en,"Relates an expression to an RDA entity that is associated with an expression.",,,,"related RDA entity of expression","An RDA entity that is associated with an expression.",rdae:P20297,property,relatedRDAEntityOfExpression,rdac:C10006,,rdau:P61034,rdae:P20333,rdax:P00001,,,Published,,1,
25197,"has related work of expression",rdae:relatedWorkOfExpression.en,"Relates an expression to a work that is associated with an expression.",,,,"related work of expression","A work that is associated with an expression.",rdae:P20298,property,relatedWorkOfExpression,rdac:C10006,,rdau:P60313,rdae:P20297,rdax:P00002,,,Published,,1,
25198,"has related manifestation of expression",rdae:relatedManifestationOfExpression.en,"Relates an expression to a manifestation that is associated with an expression.",,,,"related manifestation of expression","A manifestation that is associated with an expression.",rdae:P20299,property,relatedManifestationOfExpression,rdac:C10006,,rdau:P60313,rdae:P20297,rdax:P00004,,,Published,,1,
25199,"has related item of expression",rdae:relatedItemOfExpression.en,"Relates an expression to an item that is associated with an expression.",,,,"related item of expression","An item that is associated with an expression.",rdae:P20300,property,relatedItemOfExpression,rdac:C10006,,rdau:P60313,rdae:P20297,rdax:P00005,,,Published,,1,
25200,"has related agent of expression",rdae:relatedAgentOfExpression.en,"Relates an expression to an agent who is associated with an expression.",,,,"related agent of expression","An agent who is associated with an expression.",rdae:P20301,property,relatedAgentOfExpression,rdac:C10006,,rdau:P61008,rdae:P20297,rdax:P00006,,,Published,,1,
25201,"has related person of expression",rdae:relatedPersonOfExpression.en,"Relates an expression to a person who is associated with an expression.",,,,"related person of expression","A person who is associated with an expression.",rdae:P20302,property,relatedPersonOfExpression,rdac:C10006,,rdau:P60454,rdae:P20301,rdax:P00007,,,Published,,1,
25202,"has related family of expression",rdae:relatedFamilyOfExpression.en,"Relates an expression to a family who is associated with an expression.",,,,"related family of expression","A family who is associated with an expression.",rdae:P20303,property,relatedFamilyOfExpression,rdac:C10006,,rdau:P60454,rdae:P20305,rdax:P00008,,,Published,,1,
25203,"has related corporate body of expression",rdae:relatedCorporateBodyOfExpression.en,"Relates an expression to a corporate body who is associated with an expression.",,,,"related corporate body of expression","A corporate body who is associated with an expression.",rdae:P20304,property,relatedCorporateBodyOfExpression,rdac:C10006,,rdau:P60454,rdae:P20305,rdax:P00009,,,Published,,1,
25204,"has related collective agent of expression",rdae:relatedCollectiveAgentOfExpression.en,"Relates an expression to a collective agent who is associated with an expression.",,,,"related collective agent of expression","A collective agent who is associated with an expression.",rdae:P20305,property,relatedCollectiveAgentOfExpression,rdac:C10006,,rdau:P60454,rdae:P20301,rdax:P00012,,,Published,,1,
25205,"has related place of expression",rdae:relatedPlaceOfExpression.en,"Relates an expression to a place that is associated with an expression.",,,,"related place of expression","A place that is associated with an expression.",rdae:P20306,property,relatedPlaceOfExpression,rdac:C10006,,rdau:P61014,rdae:P20297,rdax:P00010,,,Published,,1,
25206,"has related timespan of expression",rdae:relatedTimespanOfExpression.en,"Relates an expression to a timespan that is associated with an expression.",,,,"related timespan of expression","A timespan that is associated with an expression.",rdae:P20307,property,relatedTimespanOfExpression,rdac:C10006,,rdau:P61020,rdae:P20297,rdax:P00011,,,Published,,1,
25207,"has related nomen of expression",rdae:relatedNomenOfExpression.en,"Relates an expression to a nomen that is associated with an expression.",,,,"related nomen of expression","A nomen that is associated with an expression.",rdae:P20308,property,relatedNomenOfExpression,rdac:C10006,,rdau:P61023,rdae:P20297,rdax:P00013,,,Published,,1,
33560,"has note on capture",rdae:noteOnCapture.en,"Relates an expression to a note on expression that provides information associated with the recording, filming, etc., of the content of an expression.","Note on capture includes the circumstances such as a live or studio recording, the equipment used, etc.",,,"note on capture","A note on expression that provides information associated with the recording, filming, etc., of the content of an expression.",rdae:P20309,property,noteOnCapture,rdac:C10006,,rdau:P60905,rdae:P20217,,,,Published,7.11.4,6,
33689,"has access point for expression",rdae:accessPointForExpression.en,"Relates an expression to an appellation of expression in natural language that is taken from a vocabulary encoding scheme or is constructed using a string encoding scheme.",,,,"access point for expression","An appellation of expression in natural language that is taken from a vocabulary encoding scheme or is constructed using a string encoding scheme.",rdae:P20310,property,accessPointForExpression,rdac:C10006,,rdau:P60906,rdae:P20311,rdax:P00016,,,Published,,3,
33690,"has appellation of expression",rdae:appellationOfExpression.en,"Relates an expression to a nomen that is used within a given scheme or context to refer to an expression.",,,,"appellation of expression","A nomen that is used within a given scheme or context to refer to an expression.",rdae:P20311,property,appellationOfExpression,rdac:C10006,,rdau:P60909,rdae:P20308,rdax:P00017,,,Published,,3,
33692,"has title of expression",rdae:titleOfExpression.en,"Relates an expression to an appellation of expression in natural language and phrasing used in common discourse.",,,,"title of expression","An appellation of expression in natural language and phrasing used in common discourse.",rdae:P20312,property,titleOfExpression,rdac:C10006,,rdau:P60367,rdae:P20311,rdax:P00019,,,Published,,3,
33694,"has variant access point for expression",rdae:variantAccessPointForExpression.en,"Relates an expression to an access point of expression that is not selected for preference in a specific vocabulary encoding scheme.",,,,"variant access point for expression","An access point of expression that is not selected for preference in a specific vocabulary encoding scheme.",rdae:P20314,property,variantAccessPointForExpression,rdac:C10006,,rdau:P60917,rdae:P20310,rdax:P00022,,,Published,,3,
33695,"has preferred title of expression",rdae:preferredTitleOfExpression.en,"Relates an expression to a title of expression that is selected for preference in a specific application or context.",,,,"preferred title of expression","A title of expression that is selected for preference in a specific application or context.",rdae:P20315,property,preferredTitleOfExpression,rdac:C10006,,rdau:P60588,rdae:P20312,rdax:P00021,,,Published,,2,
33697,"has variant title of expression",rdae:variantTitleOfExpression.en,"Relates an expression to a title of expression that is not selected for preference in a specific application or context.",,,,"variant title of expression","A title of expression that is not selected for preference in a specific application or context.",rdae:P20316,property,variantTitleOfExpression,rdac:C10006,,rdau:P60355,rdae:P20312,rdax:P00023,,,Published,,3,
33698,"has prime meridian",rdae:primeMeridian.en,"Relates an expression to a line of constant longitude passing through a given place on the surface of the earth and the terrestrial poles, from which longitude east and west is measured.",,,,"prime meridian","A line of constant longitude passing through a given place on the surface of the earth and the terrestrial poles, from which longitude east and west is measured.",rdae:P20317,property,primeMeridian,rdac:C10006,,rdau:P60915,,,,,Published,,5,
33699,"has relief type",rdae:reliefType.en,"Relates an expression to a method of indicating the horizontal and vertical dimensions of land surface and terrain.",,,,"relief type","A method of indicating the horizontal and vertical dimensions of land surface and terrain.",rdae:P20318,property,reliefType,rdac:C10006,,rdau:P60914,,,,,Published,,6,
33700,"has authorized access point for expression",rdae:authorizedAccessPointForExpression.en,"Relates an expression to an access point of expression that is selected for preference in a specific vocabulary encoding scheme.",,,,"authorized access point for expression","An access point of expression that is selected for preference in a specific vocabulary encoding scheme.",rdae:P20313,property,authorizedAccessPointForExpression,rdac:C10006,,rdau:P60916,rdae:P20310,rdax:P00020,,,Published,,3,
34449,aggregates,rdae:aggregates.en,"Relates an expression to an expression that is chosen as part of the plan of an aggregating expression.",,,,aggregates,"An expression that is chosen as part of the plan of an aggregating expression.",rdae:P20319,property,aggregates,rdac:C10006,,rdau:P61087,rdae:P20205,,,,Published,,3,
34450,"is aggregated by",rdae:aggregatedBy.en,"Relates an expression to an expression that aggregates an expression as part of the plan of an aggregating expression.",,,,"aggregated by","An expression that aggregates an expression as part of the plan of an aggregating expression.",rdae:P20320,property,aggregatedBy,rdac:C10006,,rdau:P61088,rdae:P20205,,,,Published,,3,
34587,"has extent of expression",rdae:extentOfExpression.en,"Relates an expression to a type, number, and measurement unit that quantify an aspect of the extent of an expression.",,,,"extent of expression","A type, number, and measurement unit that quantify an aspect of the extent of an expression.",rdae:P20321,property,extentOfExpression,rdac:C10006,,rdau:P60550,,,,,Published,,6,
34588,"has intended audience of expression",rdae:intendedAudienceOfExpression.en,"Relates an expression to a category of user for which an expression is intended, or for whom an expression is considered suitable.",,,,"intended audience of expression","A category of user for which an expression is intended, or for whom an expression is considered suitable.",rdae:P20322,property,intendedAudienceOfExpression,rdac:C10006,,rdau:P60520,,,,,Published,,5,
34589,"has interactivity mode",rdae:interactivityMode.en,"Relates an expression to a capacity of content to respond to actions performed by the user.",,,,"interactivity mode","A capacity of content to respond to actions performed by the user.",rdae:P20323,property,interactivityMode,rdac:C10006,,rdau:P61089,,,,,Published,,4,
34590,"has medium of performance of choreographic content",rdae:mediumOfPerformanceOfChoreographicContent.en,"Relates an expression to a type of performer or group of performers participating, or intended to participate, in a performance of choreographic or non-musical dramatic content.",,,,"medium of performance of choreographic content","A type of performer or group of performers participating, or intended to participate, in a performance of choreographic or non-musical dramatic content.",rdae:P20324,property,mediumOfPerformanceOfChoreographicContent,rdac:C10006,,rdau:P61044,,,,,Published,,5,
34591,"is representative expression of",rdae:representativeExpressionOf.en,"Relates an expression to a work for which an expression is considered a canonical source of identifying data",,,,"representative expression of","A work for which an expression is considered a canonical source of identifying data",rdae:P20325,property,representativeExpressionOf,rdac:C10006,,,rdae:P20298,,,,Published,,2,
34592,"has key of expression",rdae:keyOfExpression.en,"Relates an expression to a set of pitch relationships that establishes the tonal centre, or principal tonal centre, used, or intended to be used, for performance of musical content of an expression.",,,,"key of expression","A set of pitch relationships that establishes the tonal centre, or principal tonal centre, used, or intended to be used, for performance of musical content of an expression.",rdae:P20326,property,keyOfExpression,rdac:C10006,,rdau:P60580,,,,,Published,,5,
35289,"has reviser agent",rdae:reviserAgent.en,"Relates an expression to an agent who contributes to an expression by making changes to the content of another expression.",,reviser,,"reviser agent","An agent who contributes to an expression by making changes to the content of another expression.",rdae:P20327,property,reviserAgent,rdac:C10006,,rdau:P61082,rdae:P20053,,,,Published,,2,
35290,"has contributor agent to amalgamation",rdae:contributorAgentToAmalgamation.en,"Relates an expression to an agent who contributes to an expression that is a seamless mix of kinds of content.",,"contributor to amalgamation",,"contributor agent to amalgamation","An agent who contributes to an expression that is a seamless mix of kinds of content.",rdae:P20328,property,contributorAgentToAmalgamation,rdac:C10006,,rdau:P61083,rdae:P20053,,,,Published,,2,
35291,"has contributor agent to performance",rdae:contributorAgentToPerformance.en,"Relates an expression to an agent who contributes to an expression that is a performance.",,"contributor to performance",,"contributor agent to performance","An agent who contributes to an expression that is a performance.",rdae:P20329,property,contributorAgentToPerformance,rdac:C10006,,rdau:P61084,rdae:P20053,,,,Published,,2,
35292,"has editor agent of text",rdae:editorAgentOfText.en,"Relates an expression to an agent who contributes to an expression by amending text created by other agents in order to meet publication standards such as consistency, clarity, and style.",,editor,,"editor agent of text","An agent who contributes to an expression by amending text created by other agents in order to meet publication standards such as consistency, clarity, and style.",rdae:P20330,property,editorAgentOfText,rdac:C10006,,rdau:P61085,rdae:P20328,,,,Published,,2,
35293,"has category of expression",rdae:categoryOfExpression.en,"Relates an expression to a type to which an expression belongs.",,"type of expression",,"category of expression","A type to which an expression belongs.",rdae:P20331,property,categoryOfExpression,rdac:C10006,,rdau:P60058,rdax:P00029,,,,Published,,5,
35294,"has author of expression (Deprecated)",,,,,,,,rdae:P20332,property,authorOfExpression,,,,,,,,Deprecated,,2,
35482,"has related entity of expression",rdae:relatedEntityOfExpression.en,"Relates an expression to an entity that is associated with an expression.",,,,"related entity of expression","An entity that is associated with an expression.",rdae:P20333,property,relatedEntityOfExpression,rdac:C10006,,rdau:P61034,rdax:P00028,,,,Published,,1,
35550,"has prequel expression",rdae:prequelExpression.en,"Relates an expression to an expression of a work that extends the narrative of an expression of another work backwards in time.",,,,"prequel expression","An expression of a work that extends the narrative of an expression of another work backwards in time.",rdae:P20334,property,prequelExpression,rdac:C10006,,rdau:P60220,rdae:P20154,,,,Published,,2,
35551,"has sequel expression",rdae:sequelExpression.en,"Relates an expression to an expression of a work that extends the narrative of an expression of another work forwards in time.",,,,"sequel expression","An expression of a work that extends the narrative of an expression of another work forwards in time.",rdae:P20335,property,sequelExpression,rdac:C10006,,rdau:P60102,rdae:P20169,,,,Published,,2,
36783,"has choral conductor person",rdae:choralConductorPerson.en,"Relates an expression to a person who is a conductor who contributes to an expression by leading a choral performing group in a musical or dramatic presentation.",,,,"choral conductor person","A person who is a conductor who contributes to an expression by leading a choral performing group in a musical or dramatic presentation.",rdae:P20336,property,choralConductorPerson,rdac:C10006,,rdau:P60842,rdae:P20383,rdae:P20285,,,Published,,2,
36785,"has interviewer person of expression",rdaa:interviewerPersonOfExpression.en,"Relates an expression to a person who contributes to an expression by acting as an interviewer, reporter, pollster, or some other person who gathers information.",,,,"interviewer person of expression","A person who contributes to an expression by acting as an interviewer, reporter, pollster, or some other person who gathers information.",rdae:P20337,property,interviewerPersonOfExpression,rdac:C10006,,rdau:P60430,rdae:P20366,rdae:P20032,,,Published,,2,
36787,"has editor person of text",rdae:editorPersonOfText.en,"Relates an expression to a person who contributes to an expression by amending text created by other agents in order to meet publication standards such as consistency, clarity, and style.",,,,"editor person of text","A person who contributes to an expression by amending text created by other agents in order to meet publication standards such as consistency, clarity, and style.",rdae:P20338,property,editorPersonOfText,rdac:C10006,,rdau:P61085,rdae:P20366,rdae:P20330,,,Published,,2,
36789,"has draftsman person",rdae:draftsmanPerson.en,"Relates an expression to a person who contributes to an expression by an architect, inventor, etc., by making detailed plans or drawings for buildings, ships, aircraft, machines, objects, etc.",,,,"draftsman person","A person who contributes to an expression by an architect, inventor, etc., by making detailed plans or drawings for buildings, ships, aircraft, machines, objects, etc.",rdae:P20339,property,draftsmanPerson,rdac:C10006,,rdau:P60381,rdae:P20367,rdae:P20033,,,Published,,2,
36791,"has colourist person",rdae:colouristPerson.en,"Relates an expression to a person who contributes to an expression by applying colour to drawings, prints, photographs, maps, moving images, etc.",,"colorist person",,"colourist person","A person who contributes to an expression by applying colour to drawings, prints, photographs, maps, moving images, etc.",rdae:P20340,property,colouristPerson,rdac:C10006,,rdau:P60838,rdae:P20367,rdae:P20283,,,Published,,2,
36793,"has makeup artist person",rdae:makeupArtistPerson.en,"Relates an expression to a person who contributes to an expression by applying makeup and prosthetics for a moving image production or for a musical or dramatic presentation or entertainment.",,,,"makeup artist person","A person who contributes to an expression by applying makeup and prosthetics for a moving image production or for a musical or dramatic presentation or entertainment.",rdae:P20341,property,makeupArtistPerson,rdac:C10006,,rdau:P60840,rdae:P20366,rdae:P20284,,,Published,,2,
36795,"has musical director person",rdae:musicalDirectorPerson.en,"Relates an expression to a person who contributes to an expression by coordinating the activities of composers, sound editors, and sound mixers for a moving image production or for a musical or dramatic presentation or entertainment.",,,,"musical director person","A person who contributes to an expression by coordinating the activities of composers, sound editors, and sound mixers for a moving image production or for a musical or dramatic presentation or entertainment.",rdae:P20342,property,musicalDirectorPerson,rdac:C10006,,rdau:P60383,rdae:P20366,rdae:P20035,,,Published,,2,
36797,"has sound designer person",rdae:soundDesignerPerson.en,"Relates an expression to a person who contributes to an expression by designing and creating audio or sound components.",,,,"sound designer person","A person who contributes to an expression by designing and creating audio or sound components.",rdae:P20343,property,soundDesignerPerson,rdac:C10006,,rdau:P60811,rdae:P20366,rdae:P20276,,,Published,,2,
36798,"has lighting designer person",rdae:lightingDesignerPerson.en,"Relates an expression to a person who contributes to an expression by designing and creating lighting components.",,,,"lighting designer person","A person who contributes to an expression by designing and creating lighting components.",rdae:P20344,property,lightingDesignerPerson,rdac:C10006,,rdau:P60813,rdae:P20366,rdae:P20277,,,Published,,2,
36800,"has costume designer person",rdae:costumeDesignerPerson.en,"Relates an expression to a person who contributes to an expression by designing costumes for a moving image production or for a musical or dramatic presentation or entertainment.",,,,"costume designer person","A person who contributes to an expression by designing costumes for a moving image production or for a musical or dramatic presentation or entertainment.",rdae:P20345,property,costumeDesignerPerson,rdac:C10006,,rdau:P60384,rdae:P20366,rdae:P20036,,,Published,,2,
36802,"has translator person",rdae:translatorPerson.en,"Relates an expression to a person who contributes to an expression by expressing the linguistic content of the work in a language different from that of previous expressions of the original work.","A translator may also translate linguistic content between forms of the same language from different time periods.",,,"translator person","A person who contributes to an expression by expressing the linguistic content of the work in a language different from that of previous expressions of the original work.",rdae:P20346,property,translatorPerson,rdac:C10006,,rdau:P60385,rdae:P20389,rdae:P20037,,,Published,,2,
36804,"has reviser person",rdae:reviserPerson.en,"Relates an expression to a person who contributes to an expression by making changes to the content of another expression.",,,,"reviser person","A person who contributes to an expression by making changes to the content of another expression.",rdae:P20347,property,reviserPerson,rdac:C10006,,rdau:P61082,rdae:P20389,rdae:P20327,,,Published,,2,
36806,"has audio engineer person",rdae:audioEngineerPerson.en,"Relates an expression to a person who contributes to an expression by managing the technical aspects of sound during the processes of recording, mixing, and reproduction.",,,,"audio engineer person","A person who contributes to an expression by managing the technical aspects of sound during the processes of recording, mixing, and reproduction.",rdae:P20348,property,audioEngineerPerson,rdac:C10006,,rdau:P60892,rdae:P20366,rdae:P20292,,,Published,,2,
36808,"has DJ person",rdae:djPerson.en,"Relates an expression to a person who contributes to an expression by mixing recorded tracks together during a live performance or in a recording studio to appear as one continuous track.","Remixing activities that substantially change the nature and content of an original work, resulting in a new work, and mixing and assembling the multiple tracks of a recording, are excluded.",,,"DJ person","A person who contributes to an expression by mixing recorded tracks together during a live performance or in a recording studio to appear as one continuous track.",rdae:P20349,property,djPerson,rdac:C10006,,rdau:P60896,rdae:P20366,rdae:P20296,,,Published,,2,
36810,"has art director person",rdae:artDirectorPerson.en,"Relates an expression to a person who contributes to an expression by overseeing artists and craftspeople who build sets for moving image productions.",,,,"art director person","A person who contributes to an expression by overseeing artists and craftspeople who build sets for moving image productions.",rdae:P20350,property,artDirectorPerson,rdac:C10006,,rdau:P60386,rdae:P20366,rdae:P20038,,,Published,,2,
36812,"has performer person",rdae:performerPerson.en,"Relates an expression to a person who contributes to an expression by performing music, acting, dancing, speaking, etc., often in a musical or dramatic presentation, etc.",,,,"performer person","A person who contributes to an expression by performing music, acting, dancing, speaking, etc., often in a musical or dramatic presentation, etc.",rdae:P20351,property,performerPerson,rdac:C10006,,rdau:P60387,rdae:P20366,rdae:P20039,,,Published,,2,
36814,"has court reporter person",rdae:courtReporterPerson.en,"Relates an expression to a person who contributes to an expression by preparing the opinions of a court for publication.",,,,"court reporter person","A person who contributes to an expression by preparing the opinions of a court for publication.",rdae:P20352,property,courtReporterPerson,rdac:C10006,,rdau:P60388,rdae:P20367,rdae:P20040,,,Published,,2,
36816,"has software developer person",rdae:softwareDeveloperPerson.en,"Relates an expression to a person who contributes to an expression by researching, designing, implementing, or testing software.",,,,"software developer person","A person who contributes to an expression by researching, designing, implementing, or testing software.",rdae:P20353,property,softwareDeveloperPerson,rdac:C10006,,rdau:P60828,rdae:P20367,rdae:P20280,,,Published,,2,
36818,"has interviewee person of expression",rdaa:intervieweePersonOfExpression.en,"Relates an expression to a person who contributes to an expression by responding to an interviewer, usually a reporter, pollster, or some other agent who gathers information.",,,,"interviewee person of expression","A person who contributes to an expression by responding to an interviewer, usually a reporter, pollster, or some other agent who gathers information.",rdae:P20354,property,intervieweePersonOfExpression,rdac:C10006,,rdau:P60432,rdae:P20366,rdae:P20047,,,Published,,2,
36820,"has restorationist person of expression",rdae:restorationistPersonOfExpression.en,"Relates an expression to a person who contributes to an expression by restoring or combining earlier expressions, which may be damaged or fragmentary, to create a new expression.",,,,"restorationist person of expression","A person who contributes to an expression by restoring or combining earlier expressions, which may be damaged or fragmentary, to create a new expression.",rdae:P20355,property,restorationistPersonOfExpression,rdac:C10006,,rdau:P60450,rdae:P20347,rdae:P20289,,,Published,,2,
36822,"has censor person",rdae:censorPerson.en,"Relates an expression to a person who contributes to an expression by revising the content of another expression for the purpose of suppressing content deemed objectionable on moral, political, military, or other grounds, but leaving the nature and general content substantially unchanged.","Substantial modification that results in the creation of a new work is excluded.",,,"censor person","A person who contributes to an expression by revising the content of another expression for the purpose of suppressing content deemed objectionable on moral, political, military, or other grounds, but leaving the nature and general content substantially unchanged.",rdae:P20356,property,censorPerson,rdac:C10006,,rdau:P60851,rdae:P20347,rdae:P20287,,,Published,,2,
36824,"has abridger person",rdae:abridgerPerson.en,"Relates an expression to a person who contributes to an expression by shortening an expression of a related work without changing the general meaning or manner of presentation.","Substantial modification that results in the creation of a new work is excluded.",,,"abridger person","A person who contributes to an expression by shortening an expression of a related work without changing the general meaning or manner of presentation.",rdae:P20357,property,abridgerPerson,rdac:C10006,,rdau:P60394,rdae:P20347,rdae:P20049,,,Published,,2,
36826,"has recordist person",rdae:recordistPerson.en,"Relates an expression to a person who contributes to an expression by using a recording device to capture sound or video during a recording session, including field recordings of natural sounds, folkloric events, music, etc.",,,,"recordist person","A person who contributes to an expression by using a recording device to capture sound or video during a recording session, including field recordings of natural sounds, folkloric events, music, etc.",rdae:P20358,property,recordistPerson,rdac:C10006,,rdau:P60397,rdae:P20366,rdae:P20052,,,Published,,2,
36828,"has transcriber person",rdae:transcriberPerson.en,"Relates an expression to a person who contributes to an expression by writing down or notating unwritten or unnotated content, or by changing it from one system of notation to another.","Transcription of a musical work for a different instrument or performing group is excluded.",,,"transcriber person","A person who contributes to an expression by writing down or notating unwritten or unnotated content, or by changing it from one system of notation to another.",rdae:P20359,property,transcriberPerson,rdac:C10006,,rdau:P60382,rdae:P20347,rdae:P20034,,,Published,,2,
36830,"has special effects provider person",rdae:specialEffectsProviderPerson.en,"Relates an expression to a person who contributes to an expression of a moving image or audio work by designing and creating on-set special effects such as on-set mechanical effects and in-camera optical effects.",,,,"special effects provider person","A person who contributes to an expression of a moving image or audio work by designing and creating on-set special effects such as on-set mechanical effects and in-camera optical effects.",rdae:P20360,property,specialEffectsProviderPerson,rdac:C10006,,rdau:P60749,rdae:P20366,rdae:P20258,,,Published,,2,
36832,"has visual effects provider person",rdae:visualEffectsProviderPerson.en,"Relates an expression to a person who contributes to an expression of a moving image work by designing and creating post-production visual effects.",,,,"visual effects provider person","A person who contributes to an expression of a moving image work by designing and creating post-production visual effects.",rdae:P20361,property,visualEffectsProviderPerson,rdac:C10006,,rdau:P60748,rdae:P20366,rdae:P20257,,,Published,,2,
36834,"has music programmer person",rdae:musicProgrammerPerson.en,"Relates an expression to a person who contributes to an expression of a musical work by using electronic audio devices or computer software to generate sounds.","The creation of a new musical work is excluded.",,,"music programmer person","A person who contributes to an expression of a musical work by using electronic audio devices or computer software to generate sounds.",rdae:P20362,property,musicProgrammerPerson,rdac:C10006,,rdau:P60894,rdae:P20366,rdae:P20294,,,Published,,2,
36836,"has onscreen participant person",rdae:onscreenParticipantPerson.en,"Relates an expression to a person who contributes to an expression of a nonfiction moving image work by taking an active role as a participant.","Appearance on screen to provide contextual or background information is excluded.",,,"onscreen participant person","A person who contributes to an expression of a nonfiction moving image work by taking an active role as a participant.",rdae:P20363,property,onscreenParticipantPerson,rdac:C10006,,rdau:P60824,rdae:P20366,rdae:P20279,,,Published,,2,
36838,"has stage director person",rdae:stageDirectorPerson.en,"Relates an expression to a person who contributes to an expression of a stage work through the general management and supervision of a performance.",,,,"stage director person","A person who contributes to an expression of a stage work through the general management and supervision of a performance.",rdae:P20364,property,stageDirectorPerson,rdac:C10006,,rdau:P60399,rdae:P20366,rdae:P20031,,,Published,,2,
36840,"has arranger person of music",rdae:arrangerPersonOfMusic.en,"Relates an expression to a person who contributes to an expression of a work by rewriting a composition for a medium of performance different from that for which a work was originally intended.","Contribution includes modification of a work for the same medium of performance, etc., that keeps the musical substance of the original composition essentially unchanged, and excludes substantial modification that results in the creation of a new musical work.",,,"arranger person of music","A person who contributes to an expression of a work by rewriting a composition for a medium of performance different from that for which a work was originally intended.",rdae:P20365,property,arrangerPersonOfMusic,rdac:C10006,,rdau:P60379,rdae:P20347,rdae:P20029,,,Published,,2,
36842,"has contributor person to performance",rdae:contributorPersonToPerformance.en,"Relates an expression to a person who contributes to an expression that is a performance.",,,,"contributor person to performance","A person who contributes to an expression that is a performance.",rdae:P20366,property,contributorPersonToPerformance,rdac:C10006,,rdau:P61084,rdae:P20389,rdae:P20329,,,Published,,2,
36844,"has contributor person to amalgamation",rdae:contributorPersonToAmalgamation.en,"Relates an expression to a person who contributes to an expression that is a seamless mix of kinds of content.",,,,"contributor person to amalgamation","A person who contributes to an expression that is a seamless mix of kinds of content.",rdae:P20367,property,contributorPersonToAmalgamation,rdac:C10006,,rdau:P61083,rdae:P20389,rdae:P20328,,,Published,,2,
36846,"has instrumental conductor person",rdae:instrumentalConductorPerson.en,"Relates an expression to a person who is a conductor who contributes to an expression by leading an instrumental performing group in a musical or dramatic presentation.",,,,"instrumental conductor person","A person who is a conductor who contributes to an expression by leading an instrumental performing group in a musical or dramatic presentation.",rdae:P20368,property,instrumentalConductorPerson,rdac:C10006,,rdau:P60844,rdae:P20383,rdae:P20286,,,Published,,2,
36848,"has actor person",rdae:actorPerson.en,"Relates an expression to a person who is a performer who contributes to an expression by acting as a cast member or player in a musical or dramatic presentation, etc.",,,,"actor person","A person who is a performer who contributes to an expression by acting as a cast member or player in a musical or dramatic presentation, etc.",rdae:P20369,property,actorPerson,rdac:C10006,,rdau:P60142,rdae:P20351,rdae:P20012,,,Published,,2,
36850,"has onscreen presenter person",rdae:onscreenPresenterPerson.en,"Relates an expression to a person who is a performer who contributes to an expression by appearing on screen to provide contextual or background information.","Appearance in nonfiction moving image materials or in introductions to fiction moving image materials is included. Appearance on screen in a non-performing role is excluded.",,,"onscreen presenter person","A person who is a performer who contributes to an expression by appearing on screen to provide contextual or background information.",rdae:P20370,property,onscreenPresenterPerson,rdac:C10006,,rdau:P60143,rdae:P20351,rdae:P20013,,,Published,,2,
36852,"has dancer person",rdae:dancerPerson.en,"Relates an expression to a person who is a performer who contributes to an expression by dancing in a musical, dramatic, etc., presentation.",,,,"dancer person","A person who is a performer who contributes to an expression by dancing in a musical, dramatic, etc., presentation.",rdae:P20371,property,dancerPerson,rdac:C10006,,rdau:P60144,rdae:P20351,rdae:P20014,,,Published,,2,
36854,"has host person",rdae:hostPerson.en,"Relates an expression to a person who is a performer who contributes to an expression by leading a program, often broadcast, that includes other guests, performers, etc.",,,,"host person","A person who is a performer who contributes to an expression by leading a program, often broadcast, that includes other guests, performers, etc.",rdae:P20372,property,hostPerson,rdac:C10006,,rdau:P60146,rdae:P20351,rdae:P20016,,,Published,,2,
36856,"has moderator person",rdae:moderatorPerson.en,"Relates an expression to a person who is a performer who contributes to an expression by leading a program, often broadcast, where topics are discussed, usually with participation of experts in fields related to the discussion.",,,,"moderator person","A person who is a performer who contributes to an expression by leading a program, often broadcast, where topics are discussed, usually with participation of experts in fields related to the discussion.",rdae:P20373,property,moderatorPerson,rdac:C10006,,rdau:P60147,rdae:P20351,rdae:P20017,,,Published,,2,
36858,"has puppeteer person",rdae:puppeteerPerson.en,"Relates an expression to a person who is a performer who contributes to an expression by manipulating, controlling, or directing puppets or marionettes in a moving image production or a musical or dramatic presentation or entertainment.",,,,"puppeteer person","A person who is a performer who contributes to an expression by manipulating, controlling, or directing puppets or marionettes in a moving image production or a musical or dramatic presentation or entertainment.",rdae:P20374,property,puppeteerPerson,rdac:C10006,,rdau:P60148,rdae:P20351,rdae:P20018,,,Published,,2,
36860,"has panelist person",rdae:panelistPerson.en,"Relates an expression to a person who is a performer who contributes to an expression by participating in a program, often broadcast, where topics are discussed, usually with participation of experts in fields related to the discussion.",,,,"panelist person","A person who is a performer who contributes to an expression by participating in a program, often broadcast, where topics are discussed, usually with participation of experts in fields related to the discussion.",rdae:P20375,property,panelistPerson,rdac:C10006,,rdau:P60149,rdae:P20351,rdae:P20019,,,Published,,2,
